Data_Rate_bps,Payload_bits,Noise_Level_dB,Latency_ms,Array_Rate_Hz,Label
386185.6122228247,110,28.225943368682614,15.805727166072861,1236479.8583921555,UART
501789.61948383396,99,33.81183115208596,20.58742795565768,1858897.598473609,I2C
2490118.651883952,29,42.69920541224649,20.618178408703585,10202421.94148387,I2C
1334790.2327983866,243,32.72157415989928,15.430898031200943,5249064.652704535,I2C
2622067.9270592974,136,38.02604561950413,17.459139844380317,13092995.077363783,I2C
41433345.7298752,340,13.986019760639447,2.9764806280179132,339957727.83393705,SPI
2732682.2789740376,230,36.69689303480605,14.46184533915017,5595228.995967837,I2C
2916491.7770899013,191,33.14066847954022,22.703763649485076,12010696.10104721,I2C
198940.0094475398,233,44.37872470069729,22.011788295207825,980000.6655250754,I2C
1434476.268376286,84,32.039759052255924,13.87996411233707,4003295.7546408917,I2C
885623.3489692239,62,37.57791389847021,12.917331825601782,1925364.971249523,UART
868373.0292704663,38,39.67741008457473,19.18949941709902,2750430.188337007,UART
40590982.72349408,498,16.71931989104693,3.6478892326465022,202705169.41964853,SPI
1742334.7057255018,90,42.81358351457408,11.270570001783216,6218157.631569797,I2C
2254188.0245620497,240,36.409260834855004,14.86213908080513,5540127.100078955,I2C
327720.2510989685,22,40.090924953427304,17.11230180089739,919923.8515582203,I2C
8359268.0357686365,124,24.427082060800373,4.934526023373559,39741902.516193435,SPI
424690.5007179376,102,39.69776508862994,14.106464794272549,1031875.1883242938,UART
45219071.812111825,222,24.79193066542655,1.5721985701404129,135460281.12738717,SPI
22184543.854999963,195,16.331305872563675,2.0016654430535517,138886775.4596951,SPI
438161.65076019464,111,36.05378251035757,14.423121089896329,1342182.0818428216,UART
765526.429370366,35,36.407834424958935,10.471709226446118,2872585.8474613014,UART
34597273.25733955,36,22.318133258965574,2.3722915713650643,317582759.8867854,SPI
547330.7202908889,12,32.439919314530776,10.070882074718192,1563966.1767128624,UART
25262890.381840713,190,18.531786449515984,3.351972397750912,87242466.84295245,SPI
280599.4528323215,107,33.48256069653151,19.938172822624477,1095946.7328716908,UART
43778886.42471427,392,17.886171507320242,1.438360726252231,231951131.0629684,SPI
27320778.80015578,495,14.49888265571926,3.545160352734355,255305893.34397575,SPI
34886681.18121306,448,24.897059677668686,1.1814329561600267,163839840.05936673,SPI
2891351.6186390244,150,38.68654910006887,11.666284079778908,12542384.406305373,I2C
2052987.773768316,138,35.95252625500281,28.85794221723951,9206759.433805978,I2C
89991.50140477165,41,29.25662136256322,15.370746721235633,312592.57235203485,UART
1158873.964118493,147,44.04415238251995,11.975237113933254,4863290.638906994,I2C
183091.35633487266,57,34.208324811808744,12.200662233811865,393807.9708644536,UART
48632295.269201726,446,19.28981448201435,4.157779535449414,132262554.45346543,SPI
870369.2281781479,65,37.727306100925645,17.635909773909724,2214504.7763839657,UART
1846083.9699149418,93,31.2131904425701,13.521481545247696,5871321.287009652,I2C
3373997.509821502,170,42.95987836261574,12.098527719670164,13604809.649025233,I2C
2745963.260470921,81,30.377912964389207,10.991862727613038,12355786.19077998,I2C
2650573.719610585,218,34.12023107820118,20.337784478559627,10731400.804440007,I2C
25991895.746806946,312,18.20435844517484,2.583228412389059,249338466.35963655,SPI
17079270.308973275,174,14.261250184901881,3.1983664274019876,50398357.45754546,SPI
4156185.216839908,150,13.351915023674636,1.196244678059165,15522063.562887589,SPI
13053834.392437948,57,23.1521549698396,4.241206404800174,126464846.62154418,SPI
38768305.89170038,504,18.505488997407195,4.2219967266349965,236719515.34305066,SPI
143814.367396489,38,32.01182677961818,14.453744814176826,462095.6434467966,UART
144342.81427411133,117,34.559693667210965,15.166381247649248,520716.9068866821,UART
161472.5995520126,94,41.15058142898496,22.459993466752557,845611.6615454948,I2C
26800385.563751146,482,17.06459838320566,3.118996437530093,201113960.69398612,SPI
42195.90950254387,43,34.88707653652619,8.47679909802255,131642.85968139974,UART
412807.9219009247,14,33.91644132611124,18.852177348119284,1476473.1844419409,UART
561024.498231858,77,28.490666464754288,8.11492423716243,1565240.2664183248,UART
24721377.32390552,87,24.688772751128873,3.2921471616517244,128891326.37643835,SPI
20321769.15319447,229,16.637690563556024,1.069819734358099,80796860.98737118,SPI
997055.0339429018,118,35.60531784969689,11.184355112581098,3669042.8205891517,UART
3861549.833860334,259,22.374960027772367,4.497923230472136,33421390.27165477,SPI
870426.3648210318,59,37.381199054117296,8.779747621669816,2135826.5824086107,UART
870485.1997541361,116,29.35568309114919,18.155446733112548,2883663.185578542,UART
1383068.1996517694,144,33.63825816104722,14.422119433284665,3011467.923613215,I2C
502378.05881348083,205,37.59234193580719,29.438323162876642,2384714.062518105,I2C
1468249.1602617733,189,35.14535185904944,15.109119942254129,6486526.454406266,I2C
30026842.423235532,43,21.495921914089553,3.1310137840965546,98818495.15688643,SPI
2822570.3737024902,119,35.42038105755394,16.347277324314746,16827325.063702084,I2C
2899629.9358982244,223,38.807287258881225,16.697622410473006,15992111.564083373,I2C
21757.723321223046,16,26.874797621004195,9.894056963383633,76115.89925146982,UART
48588.74744353806,88,28.26865652914651,8.516789483831044,167860.2094087529,UART
575269.1342346101,27,39.65891183607582,15.289799563673489,1708205.8512847077,UART
1077587.5112603796,78,32.082546562783904,28.07732430480322,2748228.087032377,I2C
777005.9641335828,18,37.815050302782765,19.20612502633789,1955551.8482618122,UART
43601234.002171576,317,12.657390694781837,4.625785619045518,406528869.0512971,SPI
788215.9840868325,109,26.568909646069848,18.525945411161516,1673745.3632974192,UART
993720.3786984051,127,11.299580802377612,3.844568300752409,8024490.441493867,SPI
35698622.47866144,295,15.726053007975578,4.826182828383882,213765836.38290748,SPI
687173.568057509,113,27.65311087553929,17.100006340967486,2611543.036619824,UART
1422798.0271337102,172,40.90769124865805,18.057927658370552,2922052.7470586337,I2C
724963.2119959496,90,44.74500644903805,12.859332345688848,3247403.6537120496,I2C
31907115.54492778,70,20.558095022240728,3.624106139745117,118984049.55905081,SPI
516525.2131196873,86,34.927391364102576,19.830006517963042,1803481.9301380655,UART
2882770.7841195175,46,37.66664852087625,11.00349186777515,12015821.104623025,I2C
3133512.1269002454,125,31.47824660192383,29.713030019123103,8665171.865330044,I2C
1797067.549724505,147,44.52579948301643,17.07941794980159,5101457.824361343,I2C
857696.9391033807,68,27.728878976506575,15.980373220523411,2300915.664373401,UART
4386879.671639577,461,24.76290976609485,4.274004058198205,30790787.071804628,SPI
44696242.733947106,157,12.819926421379792,2.5816470504127973,287226285.08233225,SPI
431745.2723778861,12,26.94513382490789,18.990960939925696,918571.3372852182,UART
1094596.693754442,123,17.68230983821426,1.7892562151243454,8313118.74873519,SPI
286482.15113737725,183,41.00184050436656,15.767205608952102,1307059.2161897607,I2C
1888869.94294296,11,35.05819690813207,19.32836836522958,6054513.130865015,I2C
603741.9926394137,125,25.99338117237425,16.375872441709333,1640192.0672420377,UART
783274.0884574335,14,43.51663922081844,17.37525930296582,2668808.809161021,I2C
3203341.965658525,82,32.10441338078803,22.414851021118267,14725558.754463438,I2C
420100.7429855685,86,38.32471624885725,12.1492134481086,878116.537349678,UART
26298868.58758253,398,11.555857782336517,1.0763520407437164,66523007.92150625,SPI
208550.3979560433,10,28.340842065008427,15.789785243613471,515501.59807370126,UART
21726587.012405604,272,15.545402670797106,2.7218017316438257,143212987.62238097,SPI
1283051.900436785,250,38.60929216836247,19.04601619223058,5832816.403480823,I2C
315429.4843181804,52,25.54553400049324,13.020329774235188,686253.8465798735,UART
44472609.431210235,343,19.82256070773049,2.9473989426864535,388630953.6124146,SPI
2312792.0093966667,133,37.76850744133067,17.942891406466643,10181985.594123324,I2C
47028837.43012047,171,10.690443608734913,1.701490634361548,458868580.20508534,SPI
242622.1063345185,115,33.07569986617591,12.144854650939267,1239483.9575475475,I2C
28133564.650953382,79,23.23586270576225,1.3373515276630532,254597977.18351007,SPI
46898808.853806786,463,12.582503002772082,2.7195576609294356,445259338.6724379,SPI
48946873.17514172,179,11.711665531709826,2.0945300098569124,435294417.36748505,SPI
23890350.300105583,62,21.99129264546725,1.4721454189137133,78145132.60267647,SPI
396295.9209646306,33,31.090646888564834,18.839129994711094,1518603.918703658,UART
2331943.8616788634,42,33.67647156597881,18.097526456585754,13188966.201586878,I2C
35911485.63232219,458,23.454631107911087,2.0364026627053464,73988384.33459271,SPI
714324.9345882655,11,31.62261532795371,12.623166897381092,1858646.2890352262,UART
415262.83001431,65,31.440807656542823,9.41343362995926,1627615.247077884,UART
896246.8722301419,27,35.766774996476656,19.962666824072762,3529654.8107043765,UART
20559263.768141564,196,21.07836988902315,3.179677399601878,144233342.87593308,SPI
17564176.762767345,267,15.41585614000752,3.3187708706215213,166589120.74814022,SPI
3210553.0800096774,167,39.08091901173621,25.807744783748184,17959589.536136042,I2C
745142.5880951141,99,34.712277159258626,14.878834079024207,2464208.0861692554,UART
337268.65751636965,94,26.757978009539915,11.009658697542609,757058.8060025306,UART
27421536.959325414,129,15.055643737194556,3.364868787732842,226179805.09675568,SPI
394958.0018295036,30,27.74378982924157,16.545509685350957,1092877.064895669,UART
8597006.46274975,393,14.479470674354602,1.2501886726176563,18325901.73473974,SPI
1795632.631858374,246,34.06205003566501,24.800826791155018,10684295.213666465,I2C
11391751.43547048,378,21.44880736848185,3.4761388447859978,47571119.2984696,SPI
2974482.173067287,141,42.864665781642216,22.40312614862037,12379488.466458956,I2C
559430.6710598718,27,29.653120963437736,12.968020705873267,2036211.7107745905,UART
10899126.830909295,364,23.196869802672666,1.6119381271641022,43195404.22136354,SPI
1301194.7865696086,35,41.75845114228831,13.475354683729355,6662790.526073199,I2C
24370294.504483234,398,20.25751017834989,1.3070733553866822,227060972.27588546,SPI
972993.8579726234,198,44.64377604653014,22.601554153220107,2736656.5480130627,I2C
2820312.363206047,84,42.644699205130905,22.498335336848847,12608122.916314537,I2C
3238843.6781762727,47,35.4733983231551,15.387777484723182,13802463.873172719,I2C
405034.062885051,72,31.376137927334135,11.831562064960629,1031492.1875425318,UART
2430804.519046136,22,41.75943588617355,22.091360487308734,4952001.945430994,I2C
35705495.40828962,88,24.95377723021793,3.1029228528054165,268849131.14832664,SPI
15098157.946878994,8,12.417313293808007,4.0399281704095,63601681.0157889,SPI
32364102.100803837,315,18.196188448716516,3.124964513791911,242901695.59233454,SPI
9187313.39537594,21,22.57353416273673,4.629380872947554,71306182.62121977,SPI
736055.9045765115,13,27.798344213839446,11.463635471586596,2022905.5154175526,UART
41340777.87237475,24,24.605818381466104,2.643806581444858,340299601.9401136,SPI
3215681.158703352,186,34.70864134082628,22.191409701327164,8526166.220813923,I2C
635713.5555313493,120,41.23785467644951,16.6581550091755,2750710.168866595,I2C
6921960.769352165,248,13.413858700230008,4.639566803307332,58859247.45301656,SPI
45170973.82466351,62,15.761513866965478,4.318019555588432,417938566.20052874,SPI
15321142.790708251,438,11.075741148938386,2.6972071484160542,126971110.66281845,SPI
1885408.5553328039,196,33.140932803150406,15.323587669588278,5444235.963512399,I2C
216316.78103410357,122,32.56650049555431,10.517807783104761,761580.2570275391,UART
2837820.795385442,117,38.205702947208565,10.7993398767899,15578073.306154734,I2C
1644166.304524479,80,42.0380707902632,21.795427108116332,9082931.72272824,I2C
1809841.503939992,181,32.92333209881746,23.22656570453151,8165032.39151651,I2C
820134.0380934721,39,34.2030894722573,13.077662899078037,2287710.230838233,UART
620032.8364619095,109,31.81863114735145,8.14693683249865,1572723.1710059699,UART
419854.51277879166,231,30.981427143530947,20.550774163860616,2250599.0612250865,I2C
576100.1865430097,43,40.477808002278024,28.538049851073943,3266467.5577585283,I2C
43629418.44916378,370,19.80427498539987,3.926873701268977,340698578.82680887,SPI
279303.03624058474,71,26.611910631569554,9.627874836756481,841953.9169774904,UART
1695637.4908815199,250,39.10130433097137,17.880361390759347,6886669.291821444,I2C
3009641.4281835197,195,36.59107246958055,28.9871595532049,14227586.931100387,I2C
3124901.1606183653,139,41.58130778076509,15.861647006959716,8428861.866136927,I2C
2665656.104199734,59,39.66722805882014,17.485031159276204,10768407.34676988,I2C
576404.3050156398,49,30.037222428639872,23.009183564784692,1624020.7185154108,I2C
532445.8882068951,115,28.194247216816628,14.256009549699403,1976582.2894313468,UART
217697.84799073037,24,35.21752840273446,12.372434674023054,662441.9717513393,UART
588740.1908844853,80,32.810355684369185,23.179671255336395,2401845.820285025,I2C
3295584.3327840636,96,35.72225567546367,11.424846317509916,7189694.367850276,I2C
2952491.8550131866,18,38.504633295001796,16.86847261563844,10798652.815205375,I2C
57841.86400731049,99,34.11427008837469,11.100307783898245,122717.06886230073,UART
800897.2817971631,9,33.82483866531365,16.168412424297884,2095430.1114280229,UART
358792.11533039156,73,27.780763328159544,11.252194942554176,1395556.8416697579,UART
2538553.164267665,51,36.15279451008785,10.335480674453327,5653025.10858383,I2C
816010.6725097249,127,38.13716362962258,12.480585211138008,3246195.626099681,UART
385502.2014438408,61,25.24771076300033,8.72257562081214,1206148.8438050323,UART
1062377.4976116489,195,43.33055625332147,20.129406107515464,5333889.85180865,I2C
1783893.5934238122,432,20.7038186030969,2.1371208018990178,8198403.465775744,SPI
40275602.41757765,136,22.146602539096857,3.2282691021156857,237387723.74860469,SPI
369572.4117670904,55,44.8208866089493,14.477921577769486,754459.7961678071,I2C
29345697.350836877,164,20.751853678924668,3.5831784493358643,258945368.2202878,SPI
37269035.379383415,135,21.44271992524928,4.699026801025042,297289155.0098759,SPI
271415.10225294053,100,37.60013525743506,17.79080540961704,969952.5624252579,UART
295214.1033444052,51,26.918663619333532,14.19006280246628,1088623.8423649287,UART
28049735.909871574,498,19.290097573222212,1.9409615915618694,203957808.95571622,SPI
29216479.174493637,85,16.975630502258994,1.7237373716140505,123074793.12697917,SPI
857848.4435046979,215,34.28419755258488,22.344713210119806,2282712.8777780645,I2C
10436798.298271997,175,16.92205980081517,2.8298905596375175,23565822.12015657,SPI
14582926.635276996,394,21.217309630168057,1.716847031271913,98750902.8896722,SPI
3064869.2074837564,197,33.657643347210666,12.032600572401158,9277693.258619957,I2C
1987566.1513606536,179,30.116584608991673,13.100107935184205,9336469.060998732,I2C
424254.78886103095,57,39.619577434662595,17.334407240149325,1143703.5816324032,UART
273250.8034751273,78,37.86447459198817,15.683676925609474,1620453.6536531758,I2C
413086.5806333612,208,34.32128542958014,13.54594431357796,1326689.3154771512,I2C
35866286.743974924,165,10.662658552886588,2.4277767132570935,133654229.17709109,SPI
1795759.0281023881,18,19.919746341324313,1.6464957171348353,7275275.133491124,SPI
2944831.6085039997,111,24.33253726660143,4.935487944555195,28794362.38292168,SPI
40628561.39779462,468,24.895811831381703,2.4468119019546353,102851509.69229689,SPI
313193.76106765796,71,30.62818657542423,15.813798782318077,876114.3397549706,UART
2726792.8962574992,193,42.83280517993178,29.37238334347223,8366165.569373668,I2C
10366720.032501489,498,20.033932379574,1.5615641791185713,30994775.46129417,SPI
21974318.406483598,169,14.755011868857823,3.5001901313090604,186775231.4542838,SPI
10184751.14632935,54,10.208006558602099,1.886743495670535,64527711.426663734,SPI
842284.2330638762,104,32.88320993327377,19.91728493738674,4418729.903847801,I2C
17687714.335575845,47,18.314483567131703,4.603597281885854,75360552.11304338,SPI
14565103.59316729,431,16.606076779192854,4.081510460961886,74297433.75050607,SPI
318925.7928912417,91,36.95982707855151,26.707867657901996,910368.4551233661,I2C
1884169.9790516868,134,32.63621603624702,14.44652898515171,4360262.629778047,I2C
1465338.7070555103,110,40.6178532938112,29.498583221546287,6495955.447750819,I2C
7654522.964494989,310,17.730551690237327,1.5330108137300122,55877926.12383133,SPI
1254315.9531819052,229,38.53316958411993,21.64908966657587,3118399.1107359277,I2C
340345.45329531666,10,26.465778098080683,12.209950798092358,713280.3923750198,UART
549504.3401132361,100,34.05850257874205,17.498888835150844,1566379.2868472058,UART
2603620.2492261864,32,35.168446323373416,21.271820897596598,8783417.825738348,I2C
36484062.23822355,448,13.481682870134932,1.854083445000787,343931385.2098928,SPI
34525737.397180125,220,24.87584502029374,2.345953085031374,214729317.4117033,SPI
3382031.094259665,186,44.41830398890998,12.679698608429788,10655997.435419304,I2C
92684.46532286567,76,30.41219771610379,11.618062927460965,262812.2623710273,UART
24934437.747047048,492,17.519976471550283,2.8692189096512535,171864926.0109714,SPI
1114963.706221037,34,42.98303707846822,14.924274084240029,4468146.059887356,I2C
433812.91011260054,22,29.00742368888219,14.971816872111427,1308646.1361798334,UART
27143750.52180747,411,13.434560011246127,3.3339079060364827,262611033.88676786,SPI
3373150.2101855706,195,42.000767762177546,20.5553587090502,8199076.480773118,I2C
2027985.036471248,126,41.897963313850425,18.83928308893876,5485091.985481366,I2C
2063309.8113795153,145,37.50523613286428,14.259769063708731,10733894.787501171,I2C
421560.8154520301,88,30.780396112404766,17.256630971358973,928441.0804937839,UART
1244853.8266563523,155,44.52465700639901,17.23284634491055,6381118.149576284,I2C
10905378.34640443,306,24.358764475336606,3.0547285203850287,96829527.94983487,SPI
675385.7108527386,107,29.490972467379017,8.287921653107839,1581903.128641209,UART
767452.7474180887,144,34.6640825774045,25.16228306915365,1643323.968776995,I2C
1942308.1260527347,209,19.540098306776322,4.471244331587839,15605162.006655658,SPI
628564.2981851911,80,36.11549416243014,19.96847244596529,1499842.5157370649,UART
2775880.380973537,165,34.97879882711802,11.064570209579651,7037028.9220311465,I2C
682708.7099695348,20,27.825957410481077,19.45813636831677,2080906.1344155078,UART
1431196.9585447223,282,24.495688099205033,1.554787309408173,10941898.185919916,SPI
341665.7721829366,57,26.913757925449787,14.108632361797103,848431.5366564781,UART
602765.6170160952,72,29.390188875877627,10.95227583974589,2217205.6320355036,UART
662144.3346228501,30,32.814348853424,15.833797289511773,2533854.4492754093,UART
184550.81896802643,69,30.439160593365404,10.800658325434963,401297.29626073816,UART
34156238.08611745,475,18.045217457397463,4.3394122790179575,326229426.8615913,SPI
2506641.713457895,248,30.606186583756372,25.834066844478645,6730493.795500994,I2C
4931550.420835865,187,20.79890126124448,3.8514836248382722,29210083.508416172,SPI
230980.3345904046,89,33.15266879143924,14.47747052171919,639482.3793663152,UART
792572.1842218799,26,28.895713538826655,13.903093650697368,2628755.1898224917,UART
18826734.540099986,199,14.522787702238563,4.983473158892602,67186965.41833833,SPI
1276264.330651917,220,13.465482393772355,3.298805969874992,9599958.745948061,SPI
755605.9478218365,17,39.51716391383849,9.323001860273843,1875489.5342327673,UART
9140054.41672192,60,10.161749453481207,2.530473826599848,25952998.25217517,SPI
33885018.84891702,117,24.004170029778358,4.03776606928467,237691055.56898686,SPI
2467584.200113417,70,32.12242813915712,26.587235191880264,6531069.72348607,I2C
31840701.134386625,85,17.21908276961915,3.7267815059287974,136833790.82276654,SPI
18346.151361328084,45,33.038420565586655,19.202887399523476,43511.61641303871,UART
677667.9728292461,181,37.90881184250884,21.81969956775927,2228533.0835267794,I2C
590623.8607218325,122,25.88120816424061,11.997297888075988,1693999.7511996422,UART
967728.1983538987,113,32.620209776693876,18.984751991382495,3364798.8274232666,UART
682506.336677431,22,38.6459213499774,18.2555224733548,1813935.2266632742,I2C
326953.9294876816,96,33.59075654288827,16.44584555527965,932788.160565109,UART
481869.4623829502,26,42.01134310918776,26.021554703012633,2419275.607666338,I2C
12564746.965221127,231,22.01766996225737,3.379409577401577,69996092.82802343,SPI
10397821.69630881,472,22.088640004525004,3.393513122468857,81095510.87396936,SPI
19669938.57780878,163,17.84951774811045,1.6028661353287252,148676305.62840638,SPI
44464000.388611995,412,15.08244353814062,1.8359423538865238,127561191.89594471,SPI
18111.384719830512,66,34.56903540969835,19.594144239339382,58633.572207231824,UART
261539.9505566281,26,38.91821083387866,11.169528184069572,613589.4238020504,UART
37715145.609254576,76,22.489871076792134,4.947163462918754,125866915.48334779,SPI
534287.4786714775,20,28.50316157630112,8.536121847263896,1510345.5428108857,UART
25198913.490556557,234,12.999982826763809,2.136534362876903,53094929.13042206,SPI
485317.65492969577,124,37.33006215642897,11.151366784846841,2823605.3201776124,I2C
1434349.2145553895,252,31.629370879554102,14.969455296661213,4687454.269207036,I2C
6433208.175732193,77,16.49220881896413,1.8844227930289628,64003159.01109446,SPI
3087757.0280436683,189,40.440867412293926,18.806631378670907,18460422.03698816,I2C
6775600.910435299,331,12.220726526038677,3.532727265894458,55602107.40094055,SPI
16844514.284797642,184,14.293356178740947,4.423476205190019,59077829.52619307,SPI
807774.1025109913,56,28.85934674069816,10.734496429401059,2867398.7513996614,UART
539760.7585134476,20,32.295138376348135,11.785549807048994,1203582.4101891888,UART
1845681.7038339253,85,40.17031742679204,25.368660346991085,4458195.548115176,I2C
706755.9676890073,116,28.906445995228523,14.680877541395674,2475885.972423667,UART
417892.6409316601,83,26.000054268374345,15.802942943261547,1175595.5173265545,UART
2815604.774147921,69,42.3093852734837,28.043312185701883,13536712.336807672,I2C
2666294.365333935,248,35.46806774305983,15.55316582184111,6194127.609303417,I2C
36317033.985704646,289,11.839612817431345,3.719916162542361,168033149.65725347,SPI
44106093.76454507,259,17.320457114784137,2.2225332108392277,203286566.89587715,SPI
41947292.97969585,326,23.535422678571614,2.9397213953920973,127753850.15521733,SPI
25707448.87326253,100,12.408132502093933,1.5561608128347748,167900484.33142176,SPI
596791.6941857362,61,34.06211067131487,13.212968139306682,1703672.226265018,UART
1166357.898262456,99,31.798611219807825,26.552297641572444,3911142.090932644,I2C
2342346.283304232,234,37.771733102868644,21.50068561708447,10169033.122356666,I2C
2149593.6878487654,222,32.87852552977869,18.23673598010265,6333490.608969396,I2C
192106.47634058152,67,25.48992329099995,8.806731866965194,423162.80230778386,UART
2839002.0463108774,173,36.5513133122825,17.872783057676006,14355176.600930419,I2C
311116.5001228538,61,30.792512141018264,8.29699086605225,780660.5284764051,UART
2991469.1607361683,223,43.2587294745742,10.804266378862323,9468215.612202777,I2C
588101.455232864,57,37.12578692497452,18.187064101249938,1507409.0675779935,UART
104415.91444280693,157,31.773043334991176,22.856278816845286,505795.61443431606,I2C
1151509.2635172214,129,35.62462390058647,28.42049050286839,5109499.920190721,I2C
2847808.268399411,179,31.9108393806715,26.021281323880586,6672840.050108417,I2C
653595.1801136599,152,32.270866717240715,24.690247204987337,3536517.4036326217,I2C
207615.42083506903,9,42.27775342772419,28.762738818894917,913803.0156096126,I2C
32277051.917545434,221,22.957171760876548,3.275088831377868,150307125.76548022,SPI
752650.4135157743,124,28.02247751939009,10.711987652952892,2064846.240632957,UART
42482781.61416406,440,20.362418257114406,2.2923272720994152,209520960.46124282,SPI
789871.9012147121,42,38.713551088430535,21.70280817364091,4298637.948373145,I2C
44350636.14564914,340,11.148430029660382,4.789338658150543,203851877.88607758,SPI
306704.10712685285,26,32.8704808768983,13.76740084852571,1147590.135856611,UART
23387824.696097966,362,12.189012721520413,4.695047994624098,101979867.25344619,SPI
2881797.2459692014,175,39.463793702183935,11.639721515850033,9227784.162530476,I2C
49860600.866479635,505,15.821759297862151,2.8641206106336683,148393966.9385646,SPI
29161959.022424407,246,15.282786966209313,3.6423985163462715,178355577.4035147,SPI
2028055.0992066956,62,40.62712869076325,17.928488935837546,11827143.20631436,I2C
